id,host_id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
49091,266763,5,1.44255,103.7958,0,83,180,1,2136.0,0.01,2,365
50646,227796,1,1.33235,103.78520999999999,0,81,90,18,1705.0,0.28,1,365
56334,266763,5,1.44246,103.79666999999999,0,69,6,20,1426.0,0.2,2,365
71609,367042,3,1.34541,103.95711999999999,0,206,1,14,16.0,0.15,9,353
71896,367042,3,1.3456700000000001,103.95963,0,94,1,22,30.0,0.22,9,355
71903,367042,3,1.34702,103.96103000000001,0,104,1,39,12.0,0.38,9,346
71907,367042,3,1.34348,103.96337,0,208,1,25,33.0,0.25,9,172
241503,1017645,3,1.32304,103.91363,0,50,90,174,88.0,1.88,4,59
241508,1017645,3,1.3245799999999999,103.91163,0,54,90,198,121.0,2.08,4,133
241510,1017645,3,1.32461,103.91190999999999,0,42,90,236,27.0,2.53,4,147
275343,1439258,1,1.28875,103.80814000000001,0,44,15,18,128.0,0.23,32,331
275344,1439258,1,1.28837,103.81099,0,40,30,10,348.0,0.11,32,276
294281,1521514,1,1.31125,103.83816,0,65,2,125,5.0,1.35,6,336
324945,1439258,1,1.28976,103.80896,0,44,30,13,206.0,0.15,32,340
330089,1439258,1,1.28677,103.81244000000001,0,40,30,10,122.0,0.14,32,331
330095,1439258,1,1.2853700000000001,103.81087,0,31,90,3,1100.0,0.04,32,361
344803,367042,3,1.34943,103.95951,0,49,2,45,16.0,0.5,9,357
355955,1759905,1,1.3142,103.90231999999999,0,81,90,0,1887.0,,1,173
369141,1521514,1,1.3115,103.83759,0,60,2,84,48.0,1.17,6,340
369145,1521514,1,1.31159,103.83805,0,60,2,157,12.0,1.75,6,349
395191,1975201,1,1.29345,103.83561999999999,0,56,90,27,750.0,0.36,1,364
423875,367042,3,1.34838,103.9592,0,104,1,16,23.0,0.19,9,300
481789,2386154,3,1.34816,103.93238000000001,0,37,180,0,1887.0,,1,365
553229,1030128,2,1.34135,103.71139000000001,0,53,2,23,16.0,0.27,3,345
604966,2996022,1,1.33171,103.79383,1,276,4,11,597.0,0.13,1,362
642660,3212572,1,1.3010899999999999,103.85234,0,167,180,0,1887.0,,1,365
696136,1289033,1,1.31016,103.79853,0,100,90,28,745.0,0.33,1,90
719944,3648224,1,1.30901,103.79639,2,208,1,0,1887.0,,1,0
733863,3824517,4,1.36743,103.87288000000001,0,26,180,0,1887.0,,1,365
746929,3919513,3,1.30792,103.92286999999999,1,176,2,99,3.0,1.28,1,7
756267,1584407,1,1.30377,103.89956,0,165,2,68,32.0,0.83,5,167
756300,3981231,4,1.35001,103.87161,0,44,1,36,573.0,0.44,1,0
756347,3981177,3,1.37527,103.94561999999999,0,206,1,0,1887.0,,1,0
764599,4030859,1,1.34143,103.84945,0,51,92,48,6.0,0.61,1,179
765579,2413412,1,1.28315,103.84213000000001,0,44,90,2,16.0,0.02,112,365
768313,4053150,4,1.39963,103.9064,0,167,1,0,1887.0,,1,365
782227,4125828,1,1.28342,103.78585,0,128,3,0,1887.0,,1,365
815685,1439258,1,1.28909,103.80749,0,40,30,13,11.0,0.17,32,331
819034,1584407,1,1.30529,103.9042,1,300,2,37,564.0,0.46,5,221
819044,1584407,1,1.30392,103.89988000000001,0,150,2,68,92.0,0.84,5,173
822413,3951127,1,1.29839,103.82808,1,200,60,9,561.0,0.11,3,334
823571,4177147,3,1.31313,103.91479,0,278,1,0,1887.0,,1,365
833289,4360831,1,1.27681,103.82381,0,150,1,2,214.0,0.05,1,208
872345,4602014,4,1.37037,103.90052,0,42,30,20,769.0,0.25,3,361
880846,4659563,1,1.3135700000000001,103.85731,0,100,365,0,1887.0,,1,365
881253,2413412,1,1.28291,103.84284,0,65,90,3,536.0,0.04,112,0
881683,4602014,4,1.36775,103.89855,0,40,30,10,805.0,0.12,3,268
888196,4710327,1,1.31314,103.84081,1,243,5,14,1148.0,0.19,1,143
902669,2413412,1,1.31525,103.88176,0,35,18,6,38.0,0.15,112,359
918880,4935740,4,1.36885,103.8731,0,65,1,25,12.0,0.41,1,339
922138,3951127,1,1.27529,103.84494000000001,1,219,60,6,563.0,0.08,3,350
922509,2413412,1,1.28491,103.84209,0,60,28,6,747.0,0.16,112,333
948105,5140541,4,1.39877,103.90248000000001,0,76,1,2,15.0,2.0,1,365
963342,5249382,4,1.3736899999999999,103.87847,0,35,32,6,178.0,0.12,2,339
982909,4723385,1,1.33334,103.8327,0,69,2,222,4.0,2.85,2,0
1024986,5643415,1,1.29349,103.83837,1,140,2,145,5.0,2.04,1,230
1060046,5748910,2,1.38123,103.76874000000001,0,49,3,15,87.0,0.2,2,131
1078804,4602014,4,1.36764,103.90228,0,31,30,60,333.0,0.78,3,225
1131162,6205166,3,1.3372899999999999,103.9298,0,72,2,1,878.0,0.03,1,360
1142414,2413412,1,1.31135,103.85946,0,49,18,2,1282.0,0.05,112,360
1178486,6448029,1,1.2963799999999999,103.87281999999999,0,81,90,14,1679.0,0.18,1,0
1183421,6473817,1,1.28708,103.84444,1,231,90,28,409.0,0.4,2,119
1199033,1322402,1,1.29891,103.88681,1,190,9,29,24.0,0.39,1,277
1229614,6609641,1,1.31503,103.82614000000001,1,149,7,29,118.0,0.42,19,0
1233249,6609641,1,1.3150700000000002,103.82704,1,240,7,29,37.0,0.41,19,340
1242205,3589987,1,1.31,103.90321,0,137,6,10,66.0,0.14,2,0
1244654,2413412,1,1.28485,103.84347,0,58,90,4,1043.0,0.11,112,322
1249555,2413412,1,1.31213,103.8561,0,56,18,1,1039.0,0.03,112,332
1261443,2413412,1,1.28407,103.8436,0,65,90,3,633.0,0.1,112,356
1277842,6954638,1,1.29201,103.76935999999999,0,60,5,7,513.0,0.1,9,0
1277919,6954638,1,1.29213,103.76913,2,50,5,11,269.0,0.27,9,343
1302185,7080517,1,1.31511,103.88946999999999,1,129,30,83,108.0,1.11,11,348
1315867,3877464,3,1.31259,103.91067,0,69,2,72,63.0,0.97,1,354
1363204,2413412,1,1.2843200000000001,103.84334,0,60,90,3,1047.0,0.04,112,361
1466685,4153568,1,1.3305,103.8424,0,44,90,29,30.0,0.4,1,76
1485189,7945059,1,1.30768,103.82016999999999,0,104,5,51,15.0,0.79,1,74
1508829,2413412,1,1.30774,103.86332,0,40,18,8,974.0,0.13,112,359
1521198,8107070,1,1.30844,103.85875,0,76,5,22,3.0,0.49,1,67
1562453,8270362,1,1.32359,103.8498,0,31,108,0,1887.0,,1,365
1581224,8408341,1,1.31118,103.87366999999999,1,131,14,0,1887.0,,1,365
1599599,8527085,1,1.30341,103.83365,1,300,2,9,27.0,0.19,38,349
1611318,8580110,1,1.28419,103.82765,0,60,183,0,1887.0,,1,365
1615074,2413412,1,1.28328,103.84329,0,67,90,3,178.0,0.17,112,356
1622505,1584407,1,1.30415,103.90191999999999,0,165,2,27,25.0,0.39,5,223
1643945,8725237,4,1.39088,103.85303,0,217,1,0,1887.0,,1,365
1646909,8739736,2,1.3412600000000001,103.75992,0,82,14,0,1887.0,,1,365
1647014,8740203,1,1.33917,103.82306,0,89,2,78,7.0,1.1,2,342
1654840,8773916,1,1.30292,103.85799999999999,0,90,1,2,602.0,0.08,7,233
1656833,8783465,1,1.32389,103.84872,0,131,1,1,25.0,1.0,2,0
1678744,8881470,1,1.28425,103.8432,2,50,1,134,16.0,1.91,5,301
1678754,8881470,1,1.28446,103.8446,2,300,1,2,534.0,0.04,5,275
1678755,8881470,1,1.28467,103.84326999999999,2,50,1,83,6.0,1.22,5,298
1710048,8948251,1,1.28556,103.84198,0,58,90,0,1887.0,,83,355
1715479,9046411,1,1.29857,103.84748,1,194,14,11,262.0,0.18,1,301
1719704,2413412,1,1.28459,103.84217,0,56,18,3,88.0,0.08,112,356
1766900,11390076,1,1.30626,103.83994,0,85,3,11,27.0,0.39,18,334
1795873,9419577,1,1.30669,103.80043,0,40,183,0,1887.0,,1,88
1804722,9457143,1,1.3190899999999999,103.85741,0,33,180,1,1867.0,0.02,1,364
1805143,9461671,1,1.31435,103.88616999999999,1,169,3,19,36.0,0.28,1,332
1813277,9497281,2,1.38717,103.74256,0,60,183,0,1887.0,,2,365
1816463,367042,3,1.34566,103.95994,0,90,1,9,42.0,0.15,9,361
1833950,6609641,1,1.31742,103.82571999999999,1,160,7,24,22.0,0.35,19,365
1838622,2999297,3,1.3199299999999998,103.92342,0,90,2,0,1887.0,,2,365
1848152,1305358,1,1.2819,103.83849000000001,0,50,6,6,676.0,0.09,1,54
1857229,367042,3,1.34574,103.95945,0,260,1,4,83.0,0.14,9,357
1887198,9817303,1,1.28968,103.84631999999999,1,219,3,11,341.0,0.57,2,311
1893524,7942432,4,1.36724,103.84722,0,44,21,0,1887.0,,1,0
1900478,2413412,1,1.31539,103.88257,0,40,18,1,885.0,0.03,112,353
1902729,7644641,3,1.31944,103.91529,0,68,90,3,1201.0,0.05,3,362
1902793,7644641,3,1.32249,103.92316,0,118,90,2,1210.0,0.05,3,363
1989617,10260359,1,1.29726,103.84263,0,221,90,0,1887.0,,1,0
2001199,10307677,1,1.3377,103.88248,1,140,5,2,969.0,0.05,2,0
2009008,7644641,3,1.32111,103.92206,0,68,90,5,1619.0,0.07,3,365
2024941,2999297,3,1.3196299999999999,103.92399999999999,0,94,3,0,1887.0,,2,365
2030544,6099546,1,1.27365,103.84354,1,240,5,8,1465.0,0.12,1,0
2033483,9497281,2,1.38768,103.74476,1,118,10,0,1887.0,,2,294
2036711,10426671,1,1.33903,103.88474000000001,0,60,3,49,21.0,0.77,2,345
2090082,10248444,1,1.29815,103.83895,1,140,1,100,43.0,1.46,48,327
2090132,10248444,1,1.29549,103.83931,1,140,2,107,19.0,1.55,48,323
2095865,10691920,2,1.38686,103.74468,0,64,4,29,1626.0,0.42,2,23
2113778,10776798,2,1.34891,103.77136999999999,0,69,1,7,282.0,0.14,4,364
2121839,1436112,1,1.2815299999999998,103.84808000000001,1,250,3,163,9.0,2.39,1,29
2128831,10861133,1,1.31609,103.85813,0,99,1,8,385.0,0.18,11,358
2128875,1469421,1,1.3164200000000001,103.8398,1,89,2,7,753.0,0.18,1,0
2129215,7642747,3,1.32122,103.91492,1,139,2,323,5.0,4.72,1,239
2142826,9900768,1,1.32423,103.85293,0,281,3,21,1061.0,0.36,3,180
2146015,10248444,1,1.29488,103.83973,0,87,1,98,16.0,1.44,48,346
2156329,10691920,2,1.38602,103.74316,0,32,3,60,58.0,0.89,2,0
2156372,6157422,4,1.36867,103.89905,0,50,4,7,7.0,0.12,2,334
2163108,2413412,1,1.28388,103.84398,0,50,28,2,1197.0,0.04,112,333
2320536,11851304,5,1.44076,103.77626,0,31,183,5,1870.0,0.07,1,365
2351979,11990154,1,1.29041,103.83482,1,150,365,0,1887.0,,1,365
2357514,1346787,1,1.2844799999999998,103.8436,0,69,1,307,16.0,5.44,3,315
2375063,10248444,1,1.29462,103.83855,1,200,1,142,19.0,2.13,48,309
2377875,9205954,1,1.2990700000000002,103.87601,0,58,7,52,1671.0,0.77,1,0
2387096,12067440,1,1.3119299999999998,103.85951999999999,0,253,1,2,781.0,0.04,20,356
2387687,12067440,1,1.3120100000000001,103.85970999999999,0,54,2,29,33.0,0.99,20,358
2387715,12067440,1,1.31215,103.85982,0,135,1,50,47.0,1.05,20,360
2387730,12067440,1,1.31125,103.86083,0,54,2,6,199.0,0.13,20,363
2427007,5116800,1,1.33746,103.78052,1,119,2,3,503.0,0.1,1,118
2451003,12532802,1,1.2942,103.84283,1,108,3,31,57.0,0.47,2,338
2484135,10426671,1,1.33792,103.88593,0,60,3,57,27.0,0.88,2,350
2488036,1346787,1,1.2830000000000001,103.84399,0,89,1,121,14.0,1.96,3,333
2488042,1346787,1,1.28409,103.84514,0,67,1,19,16.0,0.29,3,0
2532466,6473817,1,1.28674,103.84073000000001,1,250,90,24,180.0,0.37,2,289
2541029,9544894,1,1.32692,103.86459,0,40,90,0,1887.0,,1,349
2547370,13043889,1,1.27819,103.83072,0,119,2,1,239.0,0.12,2,365
2547778,8948251,1,1.31138,103.86104,0,36,28,1,423.0,0.07,83,331
2612906,10248444,1,1.2977299999999998,103.83919,1,128,2,70,14.0,1.08,48,321
2673027,13685764,1,1.31626,103.84444,0,81,6,43,52.0,0.65,1,215
2691621,581033,1,1.3069899999999999,103.80159,2,69,1,0,1887.0,,1,365
2696834,4705949,3,1.32823,103.94835,0,56,3,21,2.0,0.35,13,73
2752673,8492007,1,1.31254,103.85068000000001,1,200,4,24,612.0,0.4,203,33
2764928,14143199,1,1.29519,103.84185,1,150,14,7,399.0,0.11,1,17
2838555,14521708,1,1.31566,103.8859,1,90,1,52,22.0,0.82,67,45
2840554,14521708,1,1.31531,103.88561,1,93,5,44,41.0,0.68,67,73
2851984,14582974,2,1.39834,103.74972,0,31,365,0,1887.0,,1,365
2858696,10248444,1,1.29645,103.83972,1,200,1,97,58.0,1.53,48,315
2868366,10248444,1,1.2964799999999999,103.83877,1,106,1,217,24.0,3.41,48,335
2890215,14772025,4,1.3876899999999999,103.89361,0,25,180,0,1887.0,,2,365
2922184,1439258,1,1.28132,103.7854,0,49,1,8,16.0,0.18,32,350
2959811,15067769,1,1.30021,103.84288000000001,0,69,90,0,1887.0,,2,364
2960181,229339,1,1.28376,103.83081999999999,1,139,2,17,66.0,0.28,26,338
3000736,15295886,1,1.31047,103.86095999999999,2,35,1,19,1238.0,0.31,3,0
3034137,4422603,4,1.36103,103.88356,0,83,1,9,31.0,0.15,1,364
3075620,7044509,1,1.2986,103.84659,0,110,90,6,86.0,0.1,2,215
3078453,15666562,1,1.3396700000000001,103.86901,1,228,60,6,1432.0,0.11,1,365
3085308,15699865,1,1.27811,103.83379000000001,1,254,7,4,1144.0,0.06,1,0
3100323,15763880,1,1.29575,103.86549000000001,1,275,3,0,1887.0,,1,0
3116909,10248444,1,1.29792,103.83781,1,125,2,93,20.0,1.5,48,305
3140972,14521708,1,1.3160100000000001,103.88579,1,92,1,63,28.0,0.99,67,77
3141018,7512511,1,1.31239,103.85200999999999,1,300,2,3,1534.0,0.05,1,0
3141692,10861133,1,1.31619,103.85983,0,137,1,31,162.0,0.67,11,365
3142075,10861133,1,1.31472,103.86022,2,44,1,5,919.0,0.08,11,365
3142155,10861133,1,1.31437,103.86017,0,60,1,2,58.0,0.08,11,342
3144267,14521708,1,1.3139299999999998,103.88749,1,85,5,62,58.0,1.13,67,84
3179080,15295886,1,1.3108600000000001,103.85883000000001,2,37,1,18,238.0,0.28,3,0
3179271,15295886,1,1.30997,103.86052,0,150,1,0,1887.0,,3,0
3207194,7095710,1,1.28362,103.84552,1,131,2,52,15.0,1.03,12,355
3209809,10723468,1,1.28378,103.8431,1,126,90,1,951.0,0.03,1,282
3212083,8060780,1,1.28216,103.84714,0,200,10,17,1479.0,0.27,1,365
3258894,14521708,1,1.31562,103.88586,1,85,60,41,160.0,0.66,67,26
3265545,6145399,1,1.29508,103.84085,1,181,5,2,1886.0,0.03,1,0
3304326,16689958,3,1.34948,103.96321,0,81,90,10,451.0,0.16,1,362
3325956,16792186,1,1.28667,103.82935,0,81,1,0,1887.0,,1,0
3340547,59498,4,1.37398,103.83069,0,110,2,43,75.0,0.7,3,355
3349976,14297490,3,1.36449,103.95931,0,81,180,0,1887.0,,1,365
3380992,8492007,1,1.31228,103.89520999999999,1,200,30,22,106.0,0.35,203,352
3405389,17174325,1,1.30287,103.9005,1,250,4,0,1887.0,,1,0
3419511,10248444,1,1.2949899999999999,103.83851999999999,1,219,2,154,31.0,2.99,48,266
3433708,17210305,4,1.3766399999999999,103.85238000000001,0,221,1,0,1887.0,,1,0
3460343,10248444,1,1.2978299999999998,103.83936,1,137,1,179,15.0,2.87,48,288
3468326,6385598,4,1.3736,103.87644,0,57,2,118,25.0,2.67,1,338
3479446,17526618,1,1.28318,103.84335,2,31,1,137,43.0,2.25,13,359
3479493,17526618,1,1.2845799999999998,103.84298000000001,2,31,1,80,290.0,1.3,13,46
3558867,17916952,4,1.36719,103.89234,0,86,10,2,1053.0,0.04,2,89
3580558,8624816,1,1.28955,103.83861,1,206,2,18,1011.0,0.29,1,0
3587207,3579971,1,1.3319,103.76533,1,150,2,41,14.0,0.69,1,25
3598371,14006858,1,1.31122,103.84108,1,179,7,0,1887.0,,1,0
3639516,17526618,1,1.28496,103.84318,2,31,1,192,60.0,3.1,13,46
3651408,17526618,1,1.28439,103.84308,2,31,1,177,16.0,2.86,13,46
3667894,2413412,1,1.2852,103.84215999999999,0,60,90,1,91.0,0.32,112,361
3671451,14521708,1,1.31492,103.88801,1,89,4,40,40.0,0.66,67,134
3717196,17526618,1,1.28262,103.84487,2,31,1,18,324.0,0.3,13,365
3717217,17526618,1,1.28354,103.84331,0,140,2,48,9.0,0.82,13,168
3752662,14521708,1,1.3155,103.88596,1,85,30,59,63.0,0.96,67,86
3753251,10248444,1,1.2953299999999999,103.83797,1,150,2,220,30.0,3.66,48,260
3788645,768164,2,1.29798,103.7668,0,44,2,3,1388.0,0.06,1,0
3790364,14521708,1,1.31379,103.88577,1,93,1,25,65.0,0.42,67,84
3802621,8773916,1,1.30376,103.85923000000001,0,58,1,20,563.0,0.44,7,233
3803160,8773916,1,1.3017100000000001,103.85959,0,90,1,6,759.0,0.1,7,233
3822245,10248444,1,1.29597,103.8382,1,137,1,63,207.0,1.03,48,337
3829545,19710549,2,1.3418700000000001,103.71115,0,50,2,0,1887.0,,1,0
3838311,4367042,1,1.32986,103.81296999999999,0,150,90,26,283.0,0.53,3,90
3844690,19817950,1,1.32045,103.82115999999999,1,237,3,61,15.0,1.01,3,36
3859180,14521708,1,1.31586,103.88559000000001,1,90,1,78,50.0,1.28,67,10
3863231,14521708,1,1.31565,103.88576,1,94,1,61,14.0,1.0,67,77
3874257,3777699,1,1.3125,103.89761,1,199,28,75,65.0,1.25,1,163
3877859,20041363,2,1.3471,103.77532,1,158,12,53,19.0,0.88,1,138
3893523,59498,4,1.37478,103.83140999999999,0,135,2,26,14.0,0.43,3,360
3901141,59498,4,1.3732600000000001,103.82961999999999,0,125,2,18,30.0,0.3,3,358
3902423,20189155,1,1.2900200000000002,103.82315,0,65,1,5,1332.0,0.09,1,0
3909587,20250473,1,1.3146200000000001,103.89173000000001,0,69,14,0,1887.0,,1,0
3924672,10352561,1,1.30459,103.82464,0,122,1,1,224.0,0.13,2,361
3925851,9794916,1,1.30176,103.85217,1,244,2,77,18.0,2.2,3,74
3927431,15455737,2,1.34779,103.7442,0,156,1,0,1887.0,,1,365
3954113,6727323,4,1.3451799999999998,103.86094,0,69,1,77,19.0,1.27,3,56
3980202,8773916,1,1.30148,103.85813,0,58,1,28,366.0,0.47,7,233
3980858,20546604,4,1.3731799999999998,103.90151999999999,2,29,90,5,927.0,0.08,1,363
3981252,20636569,3,1.31808,103.90581999999999,0,78,1,1,1766.0,0.02,1,362
3987930,14521708,1,1.31464,103.88672,1,83,1,73,27.0,1.22,67,141
3988536,14521708,1,1.3137,103.88765,1,90,10,40,19.0,0.68,67,4
3990431,8773916,1,1.30348,103.85969,0,58,1,10,621.0,0.2,7,233
3991040,17320382,2,1.33856,103.73562,0,65,1,34,28.0,0.92,1,329
3995441,14521708,1,1.31633,103.88539,1,90,4,49,17.0,0.83,67,64
4007891,12067440,1,1.3128799999999998,103.85969,0,62,1,21,2.0,0.66,20,358
4008423,12067440,1,1.3115700000000001,103.8598,0,56,1,189,11.0,5.63,20,343
4017084,20785714,1,1.28223,103.83867,0,50,180,0,1887.0,,1,365
4021128,1275947,1,1.31995,103.79426,1,160,5,8,584.0,0.2,1,69
4022486,14521708,1,1.31444,103.88709,1,85,5,41,26.0,0.79,67,123
4026199,6609641,1,1.31539,103.82585999999999,1,281,7,29,41.0,0.48,19,362
4027867,20883050,1,1.31131,103.88343,0,60,1,47,25.0,0.8,37,346
4041554,14521708,1,1.31372,103.88716,1,85,4,72,15.0,1.37,67,69
4054698,17526618,1,1.28278,103.8445,2,31,1,44,16.0,0.77,13,363
4069756,17526618,1,1.28332,103.8433,2,31,1,18,15.0,0.31,13,365
4070970,21114831,1,1.29088,103.83891,0,115,2,0,1887.0,,1,0
4087935,21022554,1,1.31718,103.84286999999999,0,89,2,13,1111.0,0.22,2,355
4108082,21313007,1,1.29312,103.82979,1,218,2,289,12.0,4.9,1,231
4108447,21315137,1,1.31409,103.87213,1,249,1,98,22.0,1.64,7,351
4122361,21386285,2,1.34546,103.72309,1,268,5,4,751.0,0.07,15,365
4124908,8492007,1,1.32419,103.85284,1,237,5,26,579.0,0.44,203,261
4138944,6609641,1,1.31566,103.82666,1,118,7,48,8.0,0.81,19,348
4139205,10248444,1,1.29671,103.83999,0,94,1,100,42.0,1.71,48,336
4139964,21386285,2,1.3367799999999999,103.73758000000001,0,79,5,10,31.0,0.17,15,348
4144956,21386285,2,1.33669,103.7374,1,258,5,14,825.0,0.33,15,348
4179725,912064,1,1.30789,103.89646,1,164,14,4,1157.0,0.07,1,0
4191852,21386285,2,1.34702,103.72274,0,62,3,3,73.0,0.05,15,365
4191900,21386285,2,1.34615,103.72261,0,62,3,1,1675.0,0.02,15,365
4193615,4773948,1,1.3334700000000002,103.78634,1,208,1,0,1887.0,,1,0
4252548,14521708,1,1.31503,103.88605,1,94,1,55,44.0,0.95,67,69
4252667,22069453,2,1.34746,103.73203000000001,0,28,1,0,1887.0,,1,0
4271250,22176293,1,1.29377,103.82844,1,160,30,170,368.0,3.05,1,0
4309836,9008551,1,1.32712,103.86468,1,131,3,36,32.0,0.63,1,340
4318386,16319873,1,1.2730299999999999,103.82783,0,89,10,1,550.0,0.05,1,0
4351937,22590759,1,1.3307799999999999,103.86782,1,219,1,0,1887.0,,1,0
4360679,20883050,1,1.31025,103.88325999999999,0,60,1,109,15.0,1.86,37,333
4360811,20883050,1,1.3110700000000002,103.88292,0,60,1,102,14.0,1.73,37,346
4360902,20883050,1,1.31045,103.88114,0,60,1,187,15.0,3.2,37,324
4372830,22702828,1,1.30115,103.8479,1,224,5,0,1887.0,,1,0
4380000,11390076,1,1.30475,103.84031999999999,0,99,3,6,38.0,0.11,18,364
4412603,22871633,3,1.31467,103.93974,1,137,1,35,3.0,0.6,1,349
4430984,22791622,1,1.28142,103.84522,1,250,1,2,1340.0,0.04,1,0
4431879,8492007,1,1.32546,103.8519,1,149,3,28,411.0,0.49,203,257
4434265,14521708,1,1.31473,103.88733,1,92,7,33,134.0,0.62,67,49
4441346,23053315,1,1.29775,103.88341,1,100,90,4,1575.0,0.07,1,209
4446102,6727323,4,1.3443200000000002,103.86255,0,78,1,42,316.0,0.73,3,267
4450681,6609641,1,1.3165200000000001,103.82739000000001,1,240,7,15,11.0,0.26,19,329
4451325,23094721,4,1.39042,103.90796,0,108,2,0,1887.0,,1,358
4457077,23127807,1,1.27804,103.80806,1,81,1,0,1887.0,,1,0
4478773,6727323,4,1.3448,103.86144,0,67,3,42,16.0,0.72,3,40
4484727,4705949,3,1.32899,103.94787,0,119,3,39,100.0,0.67,13,78
4486217,23276884,4,1.38785,103.8694,1,81,84,9,392.0,0.16,1,88
4499317,23336011,1,1.29561,103.8543,1,181,7,40,10.0,0.69,40,358
4505008,20883050,1,1.31017,103.88253,0,60,1,49,15.0,0.85,37,304
4521061,8786227,1,1.2843,103.83254000000001,1,181,2,14,1199.0,0.25,1,0
4526703,23466247,1,1.30706,103.86326,0,131,30,6,451.0,0.11,2,365
4526966,1644940,1,1.3218,103.84266,0,69,1,15,2.0,0.26,2,211
4527878,14521708,1,1.31528,103.88817,1,87,5,19,119.0,0.33,67,74
4528765,8492007,1,1.3258,103.85426,1,201,3,9,469.0,0.16,203,275
4530362,22316022,1,1.28272,103.84707,0,160,180,0,1887.0,,1,365
4535456,9653330,1,1.30211,103.85189,1,287,2,152,0.0,2.65,3,217
4541072,11390076,1,1.34151,103.84163000000001,0,75,3,15,36.0,0.35,18,256
4541183,23336011,1,1.28895,103.85033,1,150,7,117,7.0,2.02,40,364
4544814,10776798,2,1.34713,103.77271999999999,0,50,1,4,32.0,0.13,4,335
4545820,20883050,1,1.30972,103.88266,0,60,1,63,16.0,1.09,37,348
4561463,23314147,1,1.29702,103.84145,0,119,2,1,1699.0,0.02,1,0
4561484,14521708,1,1.31368,103.88597,1,85,4,49,23.0,0.89,67,67
4569941,1535384,2,1.37986,103.75086999999999,0,37,180,0,1887.0,,1,0
4576362,23722617,1,1.31316,103.88735,1,94,15,73,27.0,1.27,84,64
4583589,23759728,5,1.42798,103.78508000000001,1,165,30,5,389.0,0.1,1,365
4584539,20883050,1,1.31161,103.88143000000001,0,90,2,82,20.0,1.43,37,358
4586160,23772720,3,1.31387,103.93484000000001,1,168,4,3,443.0,0.05,4,304
4600559,19925548,1,1.3048899999999999,103.78451,0,81,1,2,1443.0,0.04,1,0
4608708,8098719,1,1.2923799999999999,103.83978,1,287,4,3,1293.0,0.05,1,0
4613432,23722617,1,1.3130700000000002,103.88623,1,119,10,23,191.0,0.4,84,88
4616523,23722617,1,1.31464,103.88642,1,85,4,80,14.0,1.4,84,55
4616537,23722617,1,1.3145,103.88606999999999,1,94,5,76,24.0,1.32,84,75
4628393,10028971,1,1.32962,103.88684,0,49,1,0,1887.0,,1,0
4640273,24025713,1,1.29887,103.83603000000001,0,146,1,0,1887.0,,1,365
4645834,20883050,1,1.31102,103.88139,0,60,1,36,128.0,0.63,37,365
4656221,20883050,1,1.3096,103.88166,0,60,1,57,32.0,0.99,37,352
4656316,20883050,1,1.31045,103.88148000000001,0,60,1,39,16.0,0.69,37,353
4664392,7095710,1,1.28175,103.84433,1,132,2,74,15.0,1.31,12,341
4702699,3907723,2,1.29882,103.76499,1,181,2,2,1495.0,0.04,1,0
4712676,24353373,4,1.3657299999999999,103.83874,0,56,14,2,1198.0,0.04,1,88
4721463,16274267,1,1.30008,103.79455,1,269,5,1,1702.0,0.02,1,0
4722005,23994004,5,1.45328,103.82199,0,19,180,0,1887.0,,1,365
4754788,2227440,3,1.36687,103.95896,1,250,4,0,1887.0,,1,0
4761064,24532432,1,1.29704,103.8886,1,215,4,5,1461.0,0.09,1,0
4768668,12204719,3,1.31217,103.91206,0,65,90,51,142.0,1.21,1,85
4771752,7044509,1,1.29929,103.84774,0,110,90,4,1122.0,0.09,2,281
4787666,228867,2,1.34294,103.71752,0,50,3,1,1121.0,0.03,7,362
4788392,228867,2,1.3414700000000002,103.71788000000001,0,75,1,1,1428.0,0.02,7,365
4802295,8527085,1,1.30479,103.83518000000001,1,281,2,21,23.0,0.41,38,358
4817784,3523910,2,1.3311,103.76794,0,99,5,6,164.0,0.3,3,284
4818187,3523910,1,1.3310799999999998,103.76853,0,78,5,27,376.0,0.54,3,307
4818191,3523910,1,1.33179,103.7664,0,87,5,18,328.0,0.36,3,269
4841308,3951127,1,1.27414,103.84595999999999,1,200,70,3,737.0,0.06,3,364
4863317,8948251,1,1.2851,103.84195,0,42,90,1,999.0,0.03,83,365
4869221,8948251,1,1.28614,103.8421,0,99,90,2,572.0,0.07,83,326
4899063,25215454,1,1.33305,103.87235,2,46,180,0,1887.0,,1,365
4916186,23722617,1,1.31481,103.88611,1,119,14,19,169.0,0.35,84,89
4926023,22267033,1,1.3069,103.83188,0,125,1,0,1887.0,,1,0
4926170,25375339,1,1.35418,103.8336,0,60,1,3,25.0,0.23,9,356
4926192,25375339,1,1.31536,103.86045,0,150,1,0,1887.0,,9,364
4926634,20883050,1,1.31114,103.88278000000001,0,90,1,150,15.0,2.68,37,337
4933616,25418061,1,1.28508,103.84291999999999,2,25,2,0,1887.0,,1,0
4934283,25422497,4,1.349,103.88105,0,35,10,6,591.0,0.17,7,365
4969304,3507099,1,1.2836100000000001,103.84276,0,58,90,168,29.0,2.99,2,126
